lvl_type	name	taxonomy
s1	Dyadobacter fermentans DSM 18053	na;na;na;na;na;na;na
g1	unclassified Dyadobacter	na;na;na;na;na;na;na
s	Dyadobacter sp. LJ419	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__Dyadobacter sp. LJ419
s	Dyadobacter sandarakinus	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Dyadobacter;s__Dyadobacter sandarakinus
g	Runella	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Runella
s	Runella slithyformis	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Runella;s__Runella slithyformis
s1	Runella slithyformis DSM 19594	na;na;na;na;na;na;na
g1	unclassified Runella	na;na;na;na;na;na;na
s	Runella sp. SP2	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Runella;s__Runella sp. SP2
g	Leadbetterella	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Leadbetterella
s	Leadbetterella byssophila	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Leadbetterella;s__Leadbetterella byssophila
s1	Leadbetterella byssophila DSM 17132	na;na;na;na;na;na;na
g	Larkinella	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Larkinella
g1	unclassified Larkinella	na;na;na;na;na;na;na
s	Larkinella sp. IE-0392	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Larkinella;s__Larkinella sp. IE-0392
g	Arcticibacterium	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Arcticibacterium
s	Arcticibacterium luteifluviistationis	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Spirosomaceae;g__Arcticibacterium;s__Arcticibacterium luteifluviistationis
f	Fulvivirgaceae	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae
g	Fulvivirga	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Fulvivirga
g1	unclassified Fulvivirga	na;na;na;na;na;na;na
s	Fulvivirga sp. W9P-11	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Fulvivirga;s__Fulvivirga sp. W9P-11
s	Fulvivirga sp. SS9-22	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Fulvivirga;s__Fulvivirga sp. SS9-22
s	Fulvivirga sp. SW1-E11	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Fulvivirga;s__Fulvivirga sp. SW1-E11
s	Fulvivirga lutea	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Fulvivirga;s__Fulvivirga lutea
g	Chryseolinea	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Chryseolinea
s	Chryseolinea soli	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Fulvivirgaceae;g__Chryseolinea;s__Chryseolinea soli
f	Cytophagaceae	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae
g	Spirosoma	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma
g1	unclassified Spirosoma	na;na;na;na;na;na;na
s	Spirosoma sp. KCTC 42546	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__Spirosoma sp. KCTC 42546
s	Spirosoma sp. CJU-R4	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__Spirosoma sp. CJU-R4
s	Spirosoma sp. KNUC1025	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__Spirosoma sp. KNUC1025
s	Spirosoma aerolatum	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__Spirosoma aerolatum
s	Spirosoma rigui	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__Spirosoma rigui
g	Cytophaga	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga
s	Cytophaga hutchinsonii	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__Cytophaga hutchinsonii
s1	Cytophaga hutchinsonii ATCC 33406	na;na;na;na;na;na;na
g	Rhodocytophaga	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rhodocytophaga
s	Rhodocytophaga rosea	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rhodocytophaga;s__Rhodocytophaga rosea
f	Flammeovirgaceae	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae
g	Flammeovirga	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga
s	Flammeovirga kamogawensis	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga kamogawensis
g1	unclassified Flammeovirga	na;na;na;na;na;na;na
s	Flammeovirga sp. MY04	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga sp. MY04
f	Mangrovivirgaceae	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Mangrovivirgaceae
g	Mangrovivirga	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Mangrovivirgaceae;g__Mangrovivirga
s	Mangrovivirga cuniculi	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Mangrovivirgaceae;g__Mangrovivirga;s__Mangrovivirga cuniculi
f	Marivirgaceae	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Marivirgaceae
g	Marivirga	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Marivirgaceae;g__Marivirga
s	Marivirga tractuosa	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Marivirgaceae;g__Marivirga;s__Marivirga tractuosa
s1	Marivirga tractuosa DSM 4126	na;na;na;na;na;na;na
f	Bernardetiaceae	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Bernardetiaceae
g	Bernardetia	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Bernardetiaceae;g__Bernardetia
s	Bernardetia litoralis	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Bernardetiaceae;g__Bernardetia;s__Bernardetia litoralis
s1	Bernardetia litoralis DSM 6794	na;na;na;na;na;na;na
c	Sphingobacteriia	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia
o	Sphingobacteriales	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
f	Sphingobacteriaceae	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae
g	Sphingobacterium	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium
s	Sphingobacterium spiritivorum	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium spiritivorum
g1	unclassified Sphingobacterium	na;na;na;na;na;na;na
s	Sphingobacterium sp. ML3W	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp. ML3W
s	Sphingobacterium sp. CZ-2	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp. CZ-2
s	Sphingobacterium sp. SRCM116780	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp. SRCM116780
s	Sphingobacterium sp. DR205	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium sp. DR205
s	Sphingobacterium multivorum	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium multivorum
s	Sphingobacterium mizutaii	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium mizutaii
s	Sphingobacterium thalpophilum	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium thalpophilum
s	Sphingobacterium daejeonense	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__Sphingobacterium daejeonense
g	Pedobacter	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter
g1	unclassified Pedobacter	na;na;na;na;na;na;na
s	Pedobacter sp. PACM 27299	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. PACM 27299
s	Pedobacter sp. Q8-18	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. Q8-18
s	Pedobacter sp. HDW13	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. HDW13
s	Pedobacter sp. KBS0701	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. KBS0701
s	Pedobacter sp. D749	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. D749
s	Pedobacter sp. SW-16	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter sp. SW-16
s	Pedobacter endophyticus	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter endophyticus
s	Pedobacter steynii	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter steynii
s	Pedobacter aquae	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter aquae
s	Pedobacter heparinus	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__Pedobacter heparinus
s1	Pedobacter heparinus DSM 2366	na;na;na;na;na;na;na
g	Mucilaginibacter	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter
g1	unclassified Mucilaginibacter	na;na;na;na;na;na;na
s	Mucilaginibacter sp. F39-2	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp. F39-2
s	Mucilaginibacter sp. SMC90	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp. SMC90
s	Mucilaginibacter sp. 21P	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp. 21P
s	Mucilaginibacter celer	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter celer
s	Mucilaginibacter mallensis	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter mallensis
s	Mucilaginibacter ginsenosidivorans	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter ginsenosidivorans
s	Mucilaginibacter mali	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter mali
s	Mucilaginibacter xinganensis	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter xinganensis
s	Mucilaginibacter gotjawali	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter gotjawali
g	Solitalea	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea
g1	unclassified Solitalea	na;na;na;na;na;na;na
s	Solitalea sp. S2-8	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea;s__Solitalea sp. S2-8
s	Solitalea canadensis	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea;s__Solitalea canadensis
s1	Solitalea canadensis DSM 3403	na;na;na;na;na;na;na
g	Pseudopedobacter	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pseudopedobacter
s	Pseudopedobacter saltans	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pseudopedobacter;s__Pseudopedobacter saltans
s1	Pseudopedobacter saltans DSM 12145	na;na;na;na;na;na;na
g	Olivibacter	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter
g1	unclassified Olivibacter	na;na;na;na;na;na;na
s	Olivibacter sp. LS-1	d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter;s__Olivibacter sp. LS-1
c	Chitinophagia	d__Bacteria;p__Bacteroidetes;c__Chitinophagia
o	Chitinophagales	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales
f	Chitinophagaceae	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae
g	Chitinophaga	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga
g1	unclassified Chitinophaga	na;na;na;na;na;na;na
s	Chitinophaga sp. XS-30	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga sp. XS-30
s	Chitinophaga sp. KRA15-503	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga sp. KRA15-503
s	Chitinophaga alhagiae	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga alhagiae
s	Chitinophaga agri	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga agri
s	Chitinophaga pinensis	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga pinensis
s1	Chitinophaga pinensis DSM 2588	na;na;na;na;na;na;na
s	Chitinophaga filiformis	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga filiformis
s	Chitinophaga oryzae	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Chitinophaga;s__Chitinophaga oryzae
g	Arachidicoccus	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Arachidicoccus
g1	unclassified Arachidicoccus	na;na;na;na;na;na;na
s	Arachidicoccus sp. BS20	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Arachidicoccus;s__Arachidicoccus sp. BS20
s	Arachidicoccus sp. 5GH13-10	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Arachidicoccus;s__Arachidicoccus sp. 5GH13-10
g	Niastella	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella
s	Niastella koreensis	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Niastella;s__Niastella koreensis
s1	Niastella koreensis GR20-10	na;na;na;na;na;na;na
g	Filimonas	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Filimonas
s	Filimonas lacunae	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Filimonas;s__Filimonas lacunae
g	Paraflavitalea	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Paraflavitalea
s	Paraflavitalea soli	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Paraflavitalea;s__Paraflavitalea soli
g	Flavihumibacter	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter
g1	unclassified Flavihumibacter	na;na;na;na;na;na;na
s	Flavihumibacter sp. IMCC34838	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__Flavihumibacter sp. IMCC34838
g	Lacibacter	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter
g1	unclassified Lacibacter	na;na;na;na;na;na;na
s	Lacibacter sp. S13-6-6	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Lacibacter;s__Lacibacter sp. S13-6-6
g	Pseudobacter	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Pseudobacter
s	Pseudobacter ginsenosidimutans	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Pseudobacter;s__Pseudobacter ginsenosidimutans
g	Pseudocnuella	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Pseudocnuella
s	Pseudocnuella soli	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Pseudocnuella;s__Pseudocnuella soli
g	Niabella	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella
s	Niabella ginsenosidivorans	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Niabella;s__Niabella ginsenosidivorans
g	Panacibacter	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Panacibacter
s	Panacibacter ginsenosidivorans	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Panacibacter;s__Panacibacter ginsenosidivorans
o	Bacteroidetes Order II. Incertae sedis	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Bacteroidetes Order II. Incertae sedis
f	Rhodothermaceae	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae
g	Salinibacter	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter
s	Salinibacter ruber	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Salinibacter;s__Salinibacter ruber
g	Rhodothermus	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Rhodothermus
s	Rhodothermus marinus	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Bacteroidetes Order II. Incertae sedis;f__Rhodothermaceae;g__Rhodothermus;s__Rhodothermus marinus
p1	Bacteroidetes incertae sedis	na;na;na;na;na;na;na
o	Candidatus Sulfidibacteriales	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Candidatus Sulfidibacteriales
g	Candidatus Sulfidibacterium	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Candidatus Sulfidibacteriales;f__Rhodothermaceae;g__Candidatus Sulfidibacterium
s	Candidatus Sulfidibacterium hydrothermale	d__Bacteria;p__Bacteroidetes;c__Chitinophagia;o__Candidatus Sulfidibacteriales;f__Rhodothermaceae;g__Candidatus Sulfidibacterium;s__Candidatus Sulfidibacterium hydrothermale
p	Chlorobi	d__Bacteria;p__Chlorobi
c	Chlorobia	d__Bacteria;p__Chlorobi;c__Chlorobia
o	Chlorobiales	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales
f	Chlorobiaceae	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae
f1	Chlorobium/Pelodictyon group	na;na;na;na;na;na;na
g	Pelodictyon	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Pelodictyon
s	Pelodictyon phaeoclathratiforme	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Pelodictyon;s__Pelodictyon phaeoclathratiforme
s1	Pelodictyon phaeoclathratiforme BU-1	na;na;na;na;na;na;na
s	Pelodictyon luteolum	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Pelodictyon;s__Pelodictyon luteolum
s1	Pelodictyon luteolum DSM 273	na;na;na;na;na;na;na
g	Chlorobium	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium
s	Chlorobium phaeobacteroides	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium phaeobacteroides
s1	Chlorobium phaeobacteroides DSM 266	na;na;na;na;na;na;na
s	Chlorobium phaeovibrioides	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium phaeovibrioides
s	Chlorobium limicola	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobium;s__Chlorobium limicola
s1	Chlorobium limicola DSM 245	na;na;na;na;na;na;na
g	Chlorobaculum	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum
s	Chlorobaculum limnaeum	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum limnaeum
s	Chlorobaculum parvum	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chlorobaculum;s__Chlorobaculum parvum
s1	Chlorobaculum parvum NCIB 8327	na;na;na;na;na;na;na
g	Prosthecochloris	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Prosthecochloris
g1	unclassified Prosthecochloris	na;na;na;na;na;na;na
s	Prosthecochloris sp. HL-130-GSB	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Prosthecochloris;s__Prosthecochloris sp. HL-130-GSB
s	Prosthecochloris sp. GSB1	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Prosthecochloris;s__Prosthecochloris sp. GSB1
g	Chloroherpeton	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chloroherpeton
s	Chloroherpeton thalassium	d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Chloroherpeton;s__Chloroherpeton thalassium
s1	Chloroherpeton thalassium ATCC 35110	na;na;na;na;na;na;na
p	Ignavibacteriae	d__Bacteria;p__Ignavibacteriae
c	Ignavibacteria	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria
o	Ignavibacteriales	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales
f	Ignavibacteriaceae	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae
g	Ignavibacterium	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium
s	Ignavibacterium album	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Ignavibacterium;s__Ignavibacterium album
